,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,number,value,datetime_start,datetime_complete,duration,params_bootstrap,params_criterion,params_gll_early_stop_threshold,params_max_depth,params_max_features,params_max_iterations,params_min_impurity_decrease,params_min_samples_leaf,params_min_samples_split,params_model_type,params_n_estimators,params_use_pca,params_use_standardization,state,fold_aucs,feature_importances
740,1341.0,,,,361,0.5106417498564237,2024-02-16 22:04:48.464288,2024-02-16 22:04:56.460683,0 days 00:00:07.996395,True,absolute_error,0.0996874168120697,15,0.47575331854687,50,0.0480294754345265,12,5,RandomForest,200,False,False,COMPLETE,"[0.482, 0.37393162393162394, 0.59375, 0.5928853754940713]","[0.01785714 0.00873074 0.         0.         0.         0.01923077
 0.11071429 0.         0.01785714 0.         0.         0.
 0.         0.025      0.07554945 0.         0.         0.04166667
 0.01972577 0.         0.         0.04166667 0.         0.
 0.         0.         0.125      0.         0.         0.
 0.         0.05       0.01923077 0.         0.         0.
 0.         0.01923077 0.01923077 0.         0.07835717 0.
 0.04166667 0.         0.         0.         0.08012821 0.025
 0.08860757 0.01785714 0.         0.         0.03846154 0.01923077]"
741,1516.0,,,,536,0.5105221973075234,2024-02-16 22:40:00.666723,2024-02-16 22:40:08.600687,0 days 00:00:07.933964,True,absolute_error,0.0372187840539299,20,0.4468628327195922,58,0.0486491864312804,14,8,RandomForest,180,False,False,COMPLETE,"[0.464, 0.4829059829059829, 0.5062499999999999, 0.5889328063241106]","[0.         0.         0.         0.         0.         0.025
 0.04166667 0.         0.02083333 0.         0.         0.
 0.         0.         0.09583333 0.         0.         0.
 0.         0.         0.         0.0625     0.         0.
 0.         0.         0.16666667 0.         0.0625     0.
 0.         0.0625     0.         0.         0.         0.
 0.         0.05       0.025      0.         0.0625     0.
 0.125      0.         0.         0.         0.15       0.
 0.         0.         0.         0.         0.025      0.025     ]"
1713,,,,,133,0.5104574549846289,2024-02-17 14:47:39.534435,2024-02-17 14:48:38.257324,0 days 00:00:58.722889,True,absolute_error,0.006534120061509642,7,0.1347853384348947,59,0.03691028264617355,19,5,RandomForest,138,False,False,COMPLETE,"[0.442, 0.5277777777777778, 0.47916666666666663, 0.5928853754940712]","[0.04545455 0.04545455 0.         0.         0.02083333 0.01388889
 0.13194444 0.00694444 0.00694444 0.         0.         0.125
 0.00694444 0.         0.02272727 0.         0.         0.
 0.         0.00694444 0.         0.         0.         0.00694444
 0.         0.         0.05555556 0.         0.03661616 0.
 0.00694444 0.         0.         0.         0.01388889 0.
 0.125      0.04545455 0.         0.         0.02272727 0.00694444
 0.01388889 0.         0.00694444 0.         0.06628788 0.
 0.03472222 0.         0.         0.         0.         0.125     ]"
742,446.0,302.0,674.0,,374,0.5103958333333334,2024-02-16 12:28:07.211004,2024-02-16 12:29:03.844089,0 days 00:00:56.633085,True,absolute_error,0.007342594347981,43,0.7084332234335583,60,0.0663278921616548,12,6,RandomForest,130,False,False,COMPLETE,"[0.502, 0.5, 0.5395833333333333, 0.5]","[0.    0.    0.    0.    0.    0.    0.125 0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.125 0.    0.    0.    0.    0.    0.
 0.    0.    0.125 0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.125 0.    0.    0.    0.    0.   ]"
746,448.0,905.0,,,225,0.5102931488801054,2024-02-16 18:14:20.034343,2024-02-16 18:14:28.244220,0 days 00:00:08.209877,True,absolute_error,0.099893950651463,13,0.1725798679628468,43,0.0661255744207255,12,7,RandomForest,187,False,False,COMPLETE,"[0.5, 0.41666666666666663, 0.5, 0.624505928853755]","[0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.25 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.25 0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]"
744,449.0,303.0,120.0,147.0,147,0.5102931488801054,2024-02-15 23:39:37.838712,2024-02-15 23:39:46.248128,0 days 00:00:08.409416,True,absolute_error,0.0656979650642154,13,0.1843721167525908,11,0.0681110676931805,9,7,RandomForest,193,False,False,COMPLETE,"[0.5, 0.41666666666666663, 0.5, 0.624505928853755]","[0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.25 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.25 0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]"
743,450.0,304.0,119.0,156.0,156,0.5102931488801054,2024-02-15 23:40:54.000644,2024-02-15 23:41:01.989215,0 days 00:00:07.988571,True,absolute_error,0.0591730918110417,7,0.1620456519700278,77,0.0677204496198608,10,5,RandomForest,182,False,False,COMPLETE,"[0.5, 0.41666666666666663, 0.5, 0.624505928853755]","[0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.25 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.25 0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]"
747,447.0,942.0,,,262,0.5102931488801054,2024-02-16 18:19:23.876199,2024-02-16 18:19:32.430036,0 days 00:00:08.553837,True,absolute_error,0.0878773556402199,14,0.1744931387438016,39,0.0663082933376594,11,7,RandomForest,196,False,False,COMPLETE,"[0.5, 0.41666666666666663, 0.5, 0.624505928853755]","[0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.25 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.25 0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]"
748,1242.0,,,,262,0.5102931488801054,2024-02-16 18:19:23.876199,2024-02-16 18:19:32.430036,0 days 00:00:08.553837,True,absolute_error,0.0878773556402199,14,0.1744931387438016,39,0.0663082933376594,11,7,RandomForest,196,False,False,COMPLETE,,
749,1205.0,,,,225,0.5102931488801054,2024-02-16 18:14:20.034343,2024-02-16 18:14:28.244220,0 days 00:00:08.209877,True,absolute_error,0.099893950651463,13,0.1725798679628468,43,0.0661255744207255,12,7,RandomForest,187,False,False,COMPLETE,,
750,1194.0,,,,214,0.5102931488801054,2024-02-16 18:12:47.789788,2024-02-16 18:12:56.141766,0 days 00:00:08.351978,True,absolute_error,0.0920259823380977,16,0.1792407887334359,38,0.0675370135572269,13,6,RandomForest,191,False,False,COMPLETE,,
745,451.0,894.0,,,214,0.5102931488801054,2024-02-16 18:12:47.789788,2024-02-16 18:12:56.141766,0 days 00:00:08.351978,True,absolute_error,0.0920259823380977,16,0.1792407887334359,38,0.0675370135572269,13,6,RandomForest,191,False,False,COMPLETE,"[0.5, 0.41666666666666663, 0.5, 0.624505928853755]","[0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.25 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.25 0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]"
1729,,,,,149,0.5102269560149995,2024-02-17 15:02:17.376095,2024-02-17 15:03:15.330511,0 days 00:00:57.954416,True,absolute_error,0.007433321609112026,4,0.23025510998400608,72,0.03520463132439262,20,6,RandomForest,103,False,False,COMPLETE,"[0.44999999999999996, 0.5256410256410257, 0.4625, 0.6027667984189723]","[0.02083333 0.125      0.         0.         0.00724638 0.01086957
 0.05362319 0.06974638 0.00362319 0.         0.         0.
 0.01811594 0.00362319 0.00362319 0.00362319 0.00362319 0.00362319
 0.         0.         0.00362319 0.         0.         0.
 0.         0.         0.12155797 0.05       0.06086957 0.06612319
 0.00362319 0.02445652 0.         0.         0.00724638 0.01086957
 0.00210325 0.02083333 0.         0.         0.00362319 0.00724638
 0.02807971 0.         0.00362319 0.00362319 0.10144928 0.
 0.07536232 0.0123895  0.00362319 0.         0.         0.0625    ]"
751,1524.0,,,,544,0.5099631009087531,2024-02-16 22:42:57.416830,2024-02-16 22:43:20.044529,0 days 00:00:22.627699,True,absolute_error,0.0244935206234392,22,0.4671051610831323,63,0.0416946272038782,15,5,RandomForest,169,False,False,COMPLETE,"[0.496, 0.42735042735042733, 0.575, 0.541501976284585]","[0.02964744 0.02761477 0.         0.         0.01084676 0.01923077
 0.01713341 0.01581175 0.02083333 0.         0.         0.
 0.         0.         0.03491044 0.         0.         0.
 0.         0.         0.         0.07291667 0.         0.
 0.         0.         0.18725858 0.         0.0421388  0.
 0.01483753 0.01875863 0.0625     0.         0.01041667 0.
 0.         0.01923077 0.         0.         0.17387821 0.
 0.01641247 0.         0.01041667 0.         0.05048077 0.
 0.07661659 0.         0.01041667 0.         0.03846154 0.01923077]"
756,453.0,306.0,597.0,,297,0.5098958333333333,2024-02-16 12:03:52.701423,2024-02-16 12:04:20.858475,0 days 00:00:28.157052,True,absolute_error,0.029925063359199,45,0.5749434310160353,53,0.0631810303611551,14,2,RandomForest,130,False,False,COMPLETE,"[0.5, 0.5, 0.5395833333333333, 0.5]","[0.    0.    0.    0.    0.    0.    0.125 0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.125 0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.   ]"
755,452.0,307.0,396.0,,96,0.5098958333333333,2024-02-16 10:55:58.837335,2024-02-16 10:56:23.957973,0 days 00:00:25.120638,True,absolute_error,0.0161322433590007,46,0.7136492555531347,46,0.0617741533475165,15,13,RandomForest,133,False,False,COMPLETE,"[0.5, 0.5, 0.5395833333333333, 0.5]","[0.    0.    0.    0.    0.    0.    0.125 0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.125 0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.   ]"
753,455.0,308.0,414.0,,114,0.5098958333333333,2024-02-16 10:59:55.441465,2024-02-16 11:00:19.060559,0 days 00:00:23.619094,True,absolute_error,0.015481308972871,48,0.6886532663562751,41,0.0635867086430383,14,9,RandomForest,136,False,False,COMPLETE,"[0.5, 0.5, 0.5395833333333333, 0.5]","[0.    0.    0.    0.    0.    0.    0.125 0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.125 0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.   ]"
754,454.0,309.0,460.0,,160,0.5098958333333333,2024-02-16 11:12:05.716922,2024-02-16 11:12:32.478441,0 days 00:00:26.761519,True,absolute_error,0.016633827399109,47,0.6321596143211818,47,0.0622510720340367,14,10,RandomForest,137,False,False,COMPLETE,"[0.5, 0.5, 0.5395833333333333, 0.5]","[0.    0.    0.    0.    0.    0.    0.125 0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.125 0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.   ]"
752,456.0,305.0,409.0,,109,0.5098958333333333,2024-02-16 10:58:58.551149,2024-02-16 10:59:28.662927,0 days 00:00:30.111778,True,absolute_error,0.0138027816375574,43,0.707971650252739,60,0.0619184909434596,15,10,RandomForest,128,False,False,COMPLETE,,
757,457.0,310.0,485.0,,185,0.509875,2024-02-16 11:24:11.849783,2024-02-16 11:24:40.664789,0 days 00:00:28.815006,True,absolute_error,0.0159587732455968,44,0.6752355233872961,50,0.0699146023673353,12,8,RandomForest,138,False,False,COMPLETE,"[0.502, 0.5, 0.5375, 0.5]","[0.    0.    0.    0.    0.    0.    0.25  0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.125 0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.125 0.    0.    0.    0.    0.   ]"
758,458.0,311.0,563.0,,263,0.5096461627140976,2024-02-16 11:55:33.818371,2024-02-16 11:55:40.138188,0 days 00:00:06.319817,True,absolute_error,0.0354739015921578,47,0.5164219569569851,88,0.060115097582616,12,2,RandomForest,131,False,False,COMPLETE,"[0.488, 0.5, 0.5229166666666667, 0.5276679841897234]","[0.         0.         0.         0.         0.         0.125
 0.08333333 0.         0.         0.         0.         0.
 0.         0.         0.125      0.08333333 0.         0.0625
 0.         0.         0.         0.0625     0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.08333333 0.
 0.         0.         0.         0.         0.0625     0.
 0.0625     0.         0.         0.         0.         0.        ]"
759,459.0,312.0,399.0,,99,0.5093958333333333,2024-02-16 10:56:51.311252,2024-02-16 10:57:23.211558,0 days 00:00:31.900306,True,absolute_error,0.0159612641939223,49,0.7504582210211572,62,0.0579001158040423,14,11,RandomForest,131,False,False,COMPLETE,"[0.498, 0.5, 0.5395833333333333, 0.5]","[0.         0.         0.         0.         0.         0.
 0.125      0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.08333333 0.         0.
 0.         0.         0.125      0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.08333333 0.
 0.08333333 0.         0.         0.         0.         0.        ]"
760,460.0,313.0,121.0,259.0,259,0.5093815876152833,2024-02-15 23:57:09.391138,2024-02-15 23:57:18.078923,0 days 00:00:08.687785,True,absolute_error,0.0451925146304698,16,0.2836232425600287,12,0.0669587804141413,11,4,RandomForest,197,False,False,COMPLETE,"[0.53, 0.41666666666666663, 0.5375, 0.5533596837944664]","[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.25
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.25 0.
 0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.  ]"
786,567.0,692.0,,,12,0.509375,2024-02-16 17:49:57.431071,2024-02-16 17:50:04.462118,0 days 00:00:07.031047,True,absolute_error,0.0546956058708526,17,0.5019880967194761,80,0.080641893426222,14,8,RandomForest,157,False,False,COMPLETE,"[0.5, 0.5, 0.5375, 0.5]","[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]"
785,566.0,369.0,375.0,,75,0.509375,2024-02-16 10:48:07.703173,2024-02-16 10:48:30.772820,0 days 00:00:23.069647,True,absolute_error,0.0169473133697495,36,0.4620872335286188,31,0.0800011945342772,15,6,RandomForest,168,False,False,COMPLETE,"[0.5, 0.5, 0.5375, 0.5]","[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]"
784,565.0,732.0,,,52,0.509375,2024-02-16 17:55:02.471552,2024-02-16 17:55:09.108735,0 days 00:00:06.637183,True,absolute_error,0.0878687543381407,2,0.2511215853070661,56,0.077085424642435,10,5,RandomForest,139,False,False,COMPLETE,"[0.5, 0.5, 0.5375, 0.5]","[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]"
782,501.0,349.0,135.0,185.0,185,0.509375,2024-02-15 23:45:01.260633,2024-02-15 23:45:09.902372,0 days 00:00:08.641739,True,absolute_error,0.0377500133484521,27,0.3097718474297108,89,0.0770015168111767,12,5,RandomForest,196,False,False,COMPLETE,"[0.5, 0.5, 0.5375, 0.5]","[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]"
781,500.0,387.0,332.0,,32,0.509375,2024-02-16 10:39:44.332916,2024-02-16 10:40:08.562764,0 days 00:00:24.229848,True,absolute_error,0.012409637606567,30,0.3795665793086642,31,0.0780320193747342,17,6,RandomForest,176,False,False,COMPLETE,"[0.5, 0.5, 0.5375, 0.5]","[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]"
780,499.0,341.0,177.0,268.0,268,0.509375,2024-02-15 23:58:18.081763,2024-02-15 23:58:26.311498,0 days 00:00:08.229735,True,absolute_error,0.0612896562972579,49,0.5069057527741531,41,0.0741724553886775,13,5,RandomForest,190,False,False,COMPLETE,"[0.5, 0.5, 0.5375, 0.5]","[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]"
779,514.0,363.0,136.0,184.0,184,0.509375,2024-02-15 23:44:52.634154,2024-02-15 23:45:01.243652,0 days 00:00:08.609498,True,absolute_error,0.0683637517761318,22,0.2722325618555382,87,0.0723101790245357,13,5,RandomForest,200,False,False,COMPLETE,"[0.5, 0.5, 0.5375, 0.5]","[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]"
778,1250.0,,,,270,0.509375,2024-02-16 18:20:32.294170,2024-02-16 18:21:03.953663,0 days 00:00:31.659493,True,absolute_error,0.0182315676936429,14,0.2489103157786392,40,0.0754318811136296,13,6,RandomForest,200,False,False,COMPLETE,,
777,1224.0,,,,244,0.509375,2024-02-16 18:16:56.292870,2024-02-16 18:17:04.302715,0 days 00:00:08.009845,True,absolute_error,0.090867211361258,16,0.2378149040726203,43,0.0741493295936671,14,8,RandomForest,185,False,False,COMPLETE,,
776,1248.0,,,,268,0.509375,2024-02-16 18:20:15.460544,2024-02-16 18:20:23.937017,0 days 00:00:08.476473,True,absolute_error,0.0998300926092484,13,0.35071850223106,41,0.0738389791636027,11,5,RandomForest,197,False,False,COMPLETE,,
789,554.0,325.0,163.0,164.0,164,0.509375,2024-02-15 23:42:05.229503,2024-02-15 23:42:13.862466,0 days 00:00:08.632963,True,absolute_error,0.0946339462453561,48,0.4833505271935496,12,0.0760823412375979,13,5,RandomForest,196,False,False,COMPLETE,"[0.5, 0.5, 0.5375, 0.5]","[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]"
774,559.0,334.0,168.0,158.0,158,0.509375,2024-02-15 23:41:10.458198,2024-02-15 23:41:18.583410,0 days 00:00:08.125212,True,absolute_error,0.0969210665749662,45,0.5199714156652449,12,0.0743779927630434,13,7,RandomForest,187,False,False,COMPLETE,"[0.5, 0.5, 0.5375, 0.5]","[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]"
773,1012.0,,,,32,0.509375,2024-02-16 17:52:50.215317,2024-02-16 17:52:56.685830,0 days 00:00:06.470513,True,absolute_error,0.0617847678530172,9,0.3788172735807559,36,0.0809036023550816,9,3,RandomForest,134,False,False,COMPLETE,,
772,1032.0,,,,52,0.509375,2024-02-16 17:55:02.471552,2024-02-16 17:55:09.108735,0 days 00:00:06.637183,True,absolute_error,0.0878687543381407,2,0.2511215853070661,56,0.077085424642435,10,5,RandomForest,139,False,False,COMPLETE,,
771,1027.0,,,,47,0.509375,2024-02-16 17:54:33.266849,2024-02-16 17:54:40.446671,0 days 00:00:07.179822,True,absolute_error,0.061598361637252,44,0.3583112809636598,61,0.0782673449225529,4,7,RandomForest,155,False,False,COMPLETE,,
769,551.0,336.0,166.0,215.0,215,0.509375,2024-02-15 23:49:58.221686,2024-02-15 23:50:06.580772,0 days 00:00:08.359086,True,absolute_error,0.0678917474818586,33,0.2511938195243523,87,0.0750367639943066,9,5,RandomForest,191,False,False,COMPLETE,"[0.5, 0.5, 0.5375, 0.5]","[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]"
768,550.0,335.0,167.0,227.0,227,0.509375,2024-02-15 23:51:39.383700,2024-02-15 23:51:47.992763,0 days 00:00:08.609063,True,absolute_error,0.0399218217676811,25,0.5325204789822251,84,0.0751871587835671,10,4,RandomForest,200,False,False,COMPLETE,"[0.5, 0.5, 0.5375, 0.5]","[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]"
783,1023.0,,,,43,0.509375,2024-02-16 17:54:06.893421,2024-02-16 17:54:13.130431,0 days 00:00:06.237010,True,absolute_error,0.0909667887665881,11,0.3607785456715669,55,0.0793110028973883,5,4,RandomForest,129,False,False,COMPLETE,,
766,548.0,318.0,154.0,45.0,45,0.509375,2024-02-15 23:26:10.014682,2024-02-15 23:26:17.729534,0 days 00:00:07.714852,True,absolute_error,0.0913790221461564,4,0.683550719475028,93,0.0759280448187235,9,19,RandomForest,175,False,False,COMPLETE,"[0.5, 0.5, 0.5375, 0.5]","[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]"
905,481.0,374.0,183.0,94.0,94,0.509375,2024-02-15 23:32:33.753614,2024-02-15 23:32:41.289905,0 days 00:00:07.536291,True,absolute_error,0.0482089845212077,49,0.4083560863008513,43,0.0761748148263043,9,5,RandomForest,167,False,False,COMPLETE,"[0.5, 0.5, 0.5375, 0.5]","[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]"
765,547.0,317.0,155.0,288.0,288,0.509375,2024-02-16 00:00:57.658258,2024-02-16 00:01:10.570259,0 days 00:00:12.912001,True,absolute_error,0.0342405398362034,39,0.4838670891696757,36,0.0748706212146562,9,7,RandomForest,186,False,False,COMPLETE,"[0.5, 0.5, 0.5375, 0.5]","[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]"
764,546.0,316.0,156.0,24.0,24,0.509375,2024-02-15 23:23:11.394846,2024-02-15 23:23:19.968238,0 days 00:00:08.573392,True,absolute_error,0.0494022085667683,10,0.239926294815638,91,0.0762380734445629,12,6,RandomForest,200,False,False,COMPLETE,"[0.5, 0.5, 0.5375, 0.5]","[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]"
763,545.0,331.0,171.0,104.0,104,0.509375,2024-02-15 23:33:50.184641,2024-02-15 23:33:58.301499,0 days 00:00:08.116858,True,absolute_error,0.0551940212880323,46,0.6312976919517445,17,0.079246448648349,9,6,RandomForest,185,False,False,COMPLETE,"[0.5, 0.5, 0.5375, 0.5]","[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]"
762,544.0,330.0,172.0,102.0,102,0.509375,2024-02-15 23:33:33.963939,2024-02-15 23:33:41.876365,0 days 00:00:07.912426,True,absolute_error,0.051114257086834,42,0.5975084930939736,15,0.0763314492414335,12,6,RandomForest,178,False,False,COMPLETE,"[0.5, 0.5, 0.5375, 0.5]","[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]"
