,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,number,value,datetime_start,datetime_complete,duration,params_bootstrap,params_criterion,params_gll_early_stop_threshold,params_max_depth,params_max_features,params_max_iterations,params_min_impurity_decrease,params_min_samples_leaf,params_min_samples_split,params_model_type,params_n_estimators,params_use_pca,params_use_standardization,state,fold_aucs,feature_importances
208,1015.0,,,415,0.5845734126984127,2024-02-16 20:56:03.843151,2024-02-16 20:56:08.900089,0 days 00:00:05.056938,True,absolute_error,0.0395039707196172,20,0.7962030361514042,20,0.0820804201890481,19,15,RandomForest,111,False,False,COMPLETE,"[0.5793650793650794, 0.5, 0.5892857142857142, 0.6696428571428571]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.04166667 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.22619048 0.07142857 0.         0.         0.         0.
 0.         0.         0.         0.         0.03571429 0.
 0.29166667 0.08333333 0.         0.         0.         0.        ]"
209,123.0,71.0,245.0,245,0.584296218487395,2024-02-15 22:39:51.217168,2024-02-15 22:39:57.087231,0 days 00:00:05.870063,True,absolute_error,0.0291015414188366,17,0.8815805901677144,50,0.0783834439356889,16,4,RandomForest,131,False,False,COMPLETE,"[0.5, 0.5, 0.551470588235294, 0.7857142857142858]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.01666667 0.04166667 0.         0.125
 0.         0.         0.         0.         0.         0.
 0.         0.         0.01666667 0.         0.         0.
 0.01666667 0.         0.         0.         0.         0.
 0.23333333 0.03333333 0.         0.         0.         0.
 0.         0.         0.         0.         0.01666667 0.
 0.14583333 0.04166667 0.         0.         0.0625     0.        ]"
210,1018.0,,,418,0.584281629318394,2024-02-16 20:56:20.484673,2024-02-16 20:56:26.669144,0 days 00:00:06.184471,True,absolute_error,0.0355528756161219,19,0.8317506496379069,22,0.0809350673239492,19,17,RandomForest,137,False,False,COMPLETE,"[0.5734126984126984, 0.5, 0.5682773109243697, 0.6954365079365079]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.05       0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.23888889 0.10555556 0.         0.         0.         0.
 0.         0.         0.         0.         0.05555556 0.
 0.125      0.05       0.         0.         0.125      0.        ]"
211,124.0,72.0,277.0,277,0.5842670401493931,2024-02-15 22:42:40.828479,2024-02-15 22:42:45.386864,0 days 00:00:04.558385,True,absolute_error,0.0256699357836427,14,0.9578379340904216,50,0.0855479945575139,15,2,RandomForest,111,False,False,COMPLETE,"[0.5436507936507937, 0.5, 0.6207983193277311, 0.6726190476190477]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.01388889 0.         0.         0.         0.         0.01388889
 0.01388889 0.         0.         0.         0.         0.
 0.         0.         0.05       0.         0.01388889 0.
 0.         0.         0.         0.         0.05555556 0.
 0.29722222 0.09166667 0.         0.         0.         0.
 0.         0.         0.         0.         0.05       0.
 0.1        0.05       0.         0.         0.         0.        ]"
212,1170.0,,,570,0.5841211484593838,2024-02-16 21:10:26.649740,2024-02-16 21:10:31.924788,0 days 00:00:05.275048,True,absolute_error,0.0243602963762955,32,0.780585682253715,31,0.0864935422092847,16,18,RandomForest,107,False,False,COMPLETE,"[0.5793650793650794, 0.5, 0.5924369747899161, 0.6646825396825398]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.04166667 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.0625     0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.25       0.04166667 0.         0.         0.         0.
 0.         0.         0.         0.         0.04166667 0.
 0.25       0.0625     0.         0.         0.         0.        ]"
213,738.0,,,138,0.583967670401494,2024-02-16 16:42:08.231903,2024-02-16 16:42:13.042352,0 days 00:00:04.810449,True,absolute_error,0.0463221043472586,34,0.9644389338753658,67,0.083148852479176,15,14,RandomForest,124,False,False,COMPLETE,,
214,125.0,438.0,,138,0.583967670401494,2024-02-16 16:42:08.231903,2024-02-16 16:42:13.042352,0 days 00:00:04.810449,True,absolute_error,0.0463221043472586,34,0.9644389338753658,67,0.083148852479176,15,14,RandomForest,124,False,False,COMPLETE,"[0.4811507936507937, 0.537142857142857, 0.6449579831932774, 0.6726190476190477]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.00862069
 0.         0.         0.         0.         0.         0.01724138
 0.         0.         0.         0.         0.         0.
 0.         0.         0.05       0.         0.00862069 0.
 0.         0.         0.00862069 0.         0.07758621 0.
 0.12758621 0.29310345 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.35       0.05       0.         0.         0.00862069 0.        ]"
215,770.0,,,170,0.5839169000933707,2024-02-16 16:44:44.625360,2024-02-16 16:44:49.198290,0 days 00:00:04.572930,True,absolute_error,0.02795563365471,23,0.86320178993499,54,0.0879208602443406,16,17,RandomForest,113,False,False,COMPLETE,,
216,126.0,470.0,,170,0.5839169000933707,2024-02-16 16:44:44.625360,2024-02-16 16:44:49.198290,0 days 00:00:04.572930,True,absolute_error,0.02795563365471,23,0.86320178993499,54,0.0879208602443406,16,17,RandomForest,113,False,False,COMPLETE,"[0.48412698412698413, 0.5, 0.5955882352941176, 0.7559523809523809]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.01315789 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.02631579 0.
 0.         0.         0.01315789 0.         0.06578947 0.
 0.35745614 0.09429825 0.         0.         0.         0.
 0.         0.         0.         0.         0.04166667 0.
 0.07565789 0.0625     0.         0.         0.         0.        ]"
217,1042.0,,,442,0.5838293650793651,2024-02-16 20:58:32.166550,2024-02-16 20:58:38.496081,0 days 00:00:06.329531,True,absolute_error,0.0203426449563461,30,0.8557674352254606,65,0.0799840551231987,16,16,RandomForest,121,False,False,COMPLETE,"[0.5634920634920635, 0.5, 0.5, 0.7718253968253967]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.04166667 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.08333333 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.20833333 0.04166667 0.         0.         0.125      0.        ]"
218,127.0,73.0,269.0,269,0.5837418300653595,2024-02-15 22:41:56.428157,2024-02-15 22:42:01.939543,0 days 00:00:05.511386,True,absolute_error,0.0217403540401793,13,0.9808552226602572,52,0.0844295503807419,15,3,RandomForest,117,False,False,COMPLETE,"[0.5972222222222222, 0.5, 0.5651260504201681, 0.6726190476190477]","[0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.05 0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.05 0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.2  0.05 0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.35 0.05 0.   0.   0.   0.  ]"
219,1061.0,,,461,0.5836134453781512,2024-02-16 21:00:25.204488,2024-02-16 21:00:29.517812,0 days 00:00:04.313324,True,absolute_error,0.0201284164866889,15,0.9513270207507666,19,0.0826433941667481,15,15,RandomForest,105,False,False,COMPLETE,"[0.5218253968253969, 0.5095238095238095, 0.6165966386554622, 0.6865079365079365]","[0.         0.         0.         0.         0.         0.
 0.03571429 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.03125    0.01315789
 0.01315789 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.02631579 0.
 0.         0.         0.         0.         0.06578947 0.
 0.28853383 0.13322368 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.35714286 0.03571429 0.         0.         0.         0.        ]"
1364,,,,164,0.5835580065359478,2024-02-17 12:47:25.261989,2024-02-17 12:47:37.042236,0 days 00:00:11.780247,False,absolute_error,0.01497422101214766,8,0.19525606535051632,36,0.024841676615917282,14,16,RandomForest,179,False,False,COMPLETE,"[0.5376984126984127, 0.5190476190476191, 0.5483193277310924, 0.7291666666666667]","[0.00090071 0.01172581 0.02896731 0.00394816 0.00469328 0.00158217
 0.00156354 0.         0.00107944 0.06930735 0.00035037 0.00273231
 0.00951537 0.         0.00321745 0.00696787 0.01756426 0.01713673
 0.00649741 0.00101278 0.03379287 0.00886682 0.00209221 0.00103681
 0.00565357 0.00032755 0.03680729 0.03066877 0.02982627 0.00033037
 0.0148274  0.04792934 0.01238273 0.00229602 0.04103723 0.
 0.18322542 0.09628327 0.01489084 0.00107933 0.00040405 0.00378665
 0.00942832 0.00580404 0.00590892 0.00116206 0.10950309 0.00983456
 0.0908023  0.00667676 0.00084421 0.00047451 0.00325407 0.        ]"
220,128.0,74.0,290.0,290,0.5832236227824463,2024-02-15 22:44:04.442628,2024-02-15 22:44:12.039546,0 days 00:00:07.596918,True,absolute_error,0.0226182209416577,13,0.982774858231658,50,0.082848511574983,14,4,RandomForest,193,False,False,COMPLETE,"[0.5734126984126984, 0.537142857142857, 0.5021008403361346, 0.7202380952380953]","[0.         0.         0.         0.         0.         0.
 0.02777778 0.         0.         0.         0.         0.
 0.02272727 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.05050505 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.1969697  0.1010101  0.         0.         0.         0.
 0.         0.         0.02272727 0.         0.02272727 0.
 0.43055556 0.         0.         0.         0.125      0.        ]"
221,129.0,509.0,,209,0.5831932773109244,2024-02-16 16:48:24.955401,2024-02-16 16:48:28.859016,0 days 00:00:03.903615,True,absolute_error,0.0254211102800879,19,0.9331548214285548,57,0.0490176365830559,17,15,RandomForest,26,False,False,COMPLETE,"[0.45238095238095244, 0.5666666666666668, 0.6649159663865546, 0.6488095238095238]","[0.         0.         0.06785714 0.         0.06785714 0.
 0.         0.         0.         0.05       0.         0.
 0.         0.         0.         0.         0.         0.05
 0.         0.01785714 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.05
 0.20714286 0.01785714 0.         0.         0.         0.
 0.08035714 0.         0.         0.         0.08035714 0.05
 0.19821429 0.0625     0.         0.         0.         0.        ]"
222,809.0,,,209,0.5831932773109244,2024-02-16 16:48:24.955401,2024-02-16 16:48:28.859016,0 days 00:00:03.903615,True,absolute_error,0.0254211102800879,19,0.9331548214285548,57,0.0490176365830559,17,15,RandomForest,26,False,False,COMPLETE,,
223,130.0,75.0,161.0,161,0.5829394257703081,2024-02-15 22:32:26.086525,2024-02-15 22:32:31.011612,0 days 00:00:04.925087,True,absolute_error,0.0450043896484668,11,0.8241802222823953,82,0.0767798128724195,16,7,RandomForest,102,False,False,COMPLETE,"[0.5406746031746031, 0.5, 0.6144957983193278, 0.6765873015873015]","[0.         0.         0.         0.         0.         0.
 0.05       0.         0.         0.         0.         0.
 0.01785714 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.0625
 0.2875     0.15178571 0.         0.         0.         0.
 0.         0.         0.         0.         0.01785714 0.
 0.1125     0.05       0.         0.         0.         0.        ]"
224,1026.0,,,426,0.5829248366013072,2024-02-16 20:57:07.045766,2024-02-16 20:57:12.624777,0 days 00:00:05.579011,True,absolute_error,0.0297389083149275,21,0.8971011406107183,34,0.0820124272921456,15,9,RandomForest,122,False,False,COMPLETE,"[0.5972222222222222, 0.5, 0.5598739495798319, 0.6746031746031746]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.04166667 0.025      0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.04166667 0.         0.         0.
 0.025      0.         0.         0.         0.         0.
 0.16666667 0.05       0.         0.         0.         0.
 0.         0.         0.         0.         0.025      0.
 0.33333333 0.04166667 0.         0.         0.         0.        ]"
225,131.0,76.0,276.0,276,0.5828518907563025,2024-02-15 22:42:33.982428,2024-02-15 22:42:40.810622,0 days 00:00:06.828194,True,absolute_error,0.0263132984307453,14,0.9797063018975743,47,0.0828644759159724,14,2,RandomForest,173,False,False,COMPLETE,"[0.5734126984126984, 0.5, 0.5724789915966386, 0.6855158730158731]","[0.         0.         0.         0.         0.         0.
 0.03571429 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.03571429 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.29464286 0.06696429 0.         0.         0.         0.
 0.         0.         0.         0.         0.03125    0.
 0.16071429 0.         0.         0.         0.125      0.        ]"
226,914.0,,,314,0.5824795751633987,2024-02-16 20:46:32.709609,2024-02-16 20:46:38.600425,0 days 00:00:05.890816,True,absolute_error,0.0392008551517094,18,0.9484296036523048,36,0.0813552671763609,20,15,RandomForest,131,False,False,COMPLETE,"[0.626984126984127, 0.537142857142857, 0.5735294117647058, 0.5922619047619048]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.025      0.         0.         0.
 0.         0.         0.08333333 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.33333333 0.075      0.         0.         0.         0.
 0.         0.         0.         0.         0.025      0.
 0.375      0.08333333 0.         0.         0.         0.        ]"
229,796.0,,,196,0.5823774509803921,2024-02-16 16:47:13.599283,2024-02-16 16:47:18.642591,0 days 00:00:05.043308,True,absolute_error,0.0245538899963453,23,0.948197412530777,62,0.0836467877420678,16,18,RandomForest,118,False,False,COMPLETE,,
228,1132.0,,,532,0.5823774509803921,2024-02-16 21:06:56.335621,2024-02-16 21:07:01.425710,0 days 00:00:05.090089,True,absolute_error,0.0366692063874007,18,0.9714843250606544,68,0.0773391328284009,15,16,RandomForest,107,False,False,COMPLETE,"[0.5496031746031745, 0.537142857142857, 0.601890756302521, 0.6408730158730159]","[0.         0.         0.03571429 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.07142857 0.         0.08333333
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.10714286 0.10714286 0.         0.         0.         0.
 0.         0.         0.         0.         0.03571429 0.08333333
 0.4047619  0.07142857 0.         0.         0.         0.        ]"
227,132.0,496.0,,196,0.5823774509803921,2024-02-16 16:47:13.599283,2024-02-16 16:47:18.642591,0 days 00:00:05.043308,True,absolute_error,0.0245538899963453,23,0.948197412530777,62,0.0836467877420678,16,18,RandomForest,118,False,False,COMPLETE,"[0.5793650793650794, 0.537142857142857, 0.6376050420168067, 0.5753968253968254]","[0.         0.         0.         0.         0.         0.
 0.04166667 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.04166667 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.14166667 0.1        0.         0.         0.         0.
 0.         0.         0.         0.         0.05       0.
 0.54166667 0.08333333 0.         0.         0.         0.        ]"
231,133.0,522.0,,222,0.5819473622782447,2024-02-16 16:49:32.568574,2024-02-16 16:49:37.463133,0 days 00:00:04.894559,True,absolute_error,0.0289849612669185,23,0.8889549402432171,66,0.0846431515623954,18,18,RandomForest,111,False,False,COMPLETE,"[0.5972222222222222, 0.5, 0.5966386554621849, 0.6339285714285714]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.04166667 0.         0.
 0.         0.         0.         0.         0.         0.
 0.26190476 0.03571429 0.         0.         0.         0.
 0.         0.         0.         0.         0.03571429 0.
 0.29166667 0.08333333 0.         0.         0.         0.        ]"
230,822.0,,,222,0.5819473622782447,2024-02-16 16:49:32.568574,2024-02-16 16:49:37.463133,0 days 00:00:04.894559,True,absolute_error,0.0289849612669185,23,0.8889549402432171,66,0.0846431515623954,18,18,RandomForest,111,False,False,COMPLETE,,
1393,,,,193,0.5819415266106442,2024-02-17 12:51:51.323449,2024-02-17 12:52:01.202243,0 days 00:00:09.878794,False,absolute_error,0.01568808469278066,6,0.16249027160556573,37,0.02510950934248702,10,16,RandomForest,191,False,False,COMPLETE,"[0.5555555555555556, 0.5285714285714285, 0.5105042016806722, 0.7331349206349206]","[0.00077252 0.01206854 0.01844509 0.00160672 0.0013059  0.00293016
 0.00079538 0.         0.00103058 0.00494136 0.         0.00215919
 0.01470453 0.0002666  0.00478621 0.13981127 0.01888212 0.01581826
 0.00762718 0.00126807 0.03261855 0.00838144 0.00289009 0.
 0.00422983 0.00030381 0.04671654 0.00359577 0.02757944 0.0002976
 0.01877593 0.06150871 0.01297947 0.00284927 0.02948637 0.
 0.1545685  0.06640406 0.01168064 0.         0.0019396  0.00602082
 0.01637141 0.         0.00805368 0.00035155 0.07528426 0.01762504
 0.1332953  0.00319076 0.00029956 0.00082405 0.00265824 0.        ]"
232,134.0,77.0,176.0,176,0.5817868814192344,2024-02-15 22:33:39.294546,2024-02-15 22:33:43.769057,0 days 00:00:04.474511,True,absolute_error,0.0473009818159189,12,0.8760427049412969,99,0.0813168051582056,17,6,RandomForest,107,False,False,COMPLETE,"[0.4603174603174603, 0.5, 0.5850840336134453, 0.7817460317460319]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.00862069
 0.         0.         0.         0.04166667 0.         0.02586207
 0.00862069 0.         0.         0.         0.         0.
 0.         0.         0.04166667 0.         0.00862069 0.
 0.         0.         0.00862069 0.         0.07758621 0.
 0.25082102 0.11453202 0.         0.         0.         0.
 0.         0.         0.00862069 0.         0.07142857 0.
 0.04166667 0.04166667 0.         0.         0.         0.        ]"
233,135.0,78.0,7.0,7,0.5816730859010271,2024-02-15 22:19:57.074627,2024-02-15 22:20:00.499314,0 days 00:00:03.424687,True,absolute_error,0.0804882352641875,32,0.3639544020040874,29,0.0785124405988665,3,7,RandomForest,66,False,False,COMPLETE,"[0.5089285714285714, 0.5809523809523809, 0.6197478991596639, 0.6170634920634921]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.02272727 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.27272727 0.         0.         0.
 0.         0.         0.         0.         0.08333333 0.
 0.23863636 0.10984848 0.         0.         0.         0.
 0.         0.         0.         0.         0.02272727 0.
 0.125      0.125      0.         0.         0.         0.        ]"
234,937.0,,,337,0.5816684173669469,2024-02-16 20:48:46.286162,2024-02-16 20:48:51.712462,0 days 00:00:05.426300,True,absolute_error,0.0353085615208776,20,0.9375506752982014,39,0.078203443607677,19,15,RandomForest,111,False,False,COMPLETE,"[0.5396825396825397, 0.5085714285714286, 0.5472689075630253, 0.7311507936507937]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.01923077 0.02777778 0.         0.125
 0.         0.         0.         0.         0.         0.
 0.         0.         0.02777778 0.02777778 0.         0.
 0.         0.         0.         0.         0.         0.
 0.1517094  0.10470085 0.03846154 0.         0.         0.
 0.         0.         0.         0.         0.01923077 0.
 0.27777778 0.18055556 0.         0.         0.         0.        ]"
236,712.0,,,112,0.5816118113912232,2024-02-16 16:40:18.982985,2024-02-16 16:40:23.129985,0 days 00:00:04.147000,True,absolute_error,0.0479643753356891,33,0.9991771742768272,90,0.0758579225209188,15,5,RandomForest,88,False,False,COMPLETE,,
235,136.0,412.0,,112,0.5816118113912232,2024-02-16 16:40:18.982985,2024-02-16 16:40:23.129985,0 days 00:00:04.147000,True,absolute_error,0.0479643753356891,33,0.9991771742768272,90,0.0758579225209188,15,5,RandomForest,88,False,False,COMPLETE,"[0.5128968253968255, 0.5, 0.6081932773109244, 0.7053571428571429]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.02272727 0.         0.         0.03125    0.         0.08333333
 0.         0.         0.         0.         0.         0.
 0.         0.         0.02272727 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.2282197  0.18276515 0.02272727 0.         0.         0.
 0.         0.         0.         0.         0.03125    0.
 0.0625     0.0625     0.         0.         0.         0.        ]"
237,970.0,,,370,0.5809407096171801,2024-02-16 20:51:43.063029,2024-02-16 20:51:47.622529,0 days 00:00:04.559500,True,absolute_error,0.0724697063768784,27,0.98360892905778,61,0.0835002643152889,16,18,RandomForest,116,False,False,COMPLETE,"[0.4623015873015873, 0.5, 0.6134453781512604, 0.748015873015873]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.00961538
 0.025      0.         0.         0.         0.         0.01923077
 0.00961538 0.         0.         0.         0.         0.
 0.         0.         0.04166667 0.         0.         0.
 0.         0.         0.00961538 0.         0.06730769 0.
 0.27564103 0.13269231 0.         0.         0.         0.
 0.         0.         0.         0.         0.025      0.
 0.08333333 0.04166667 0.         0.         0.00961538 0.        ]"
238,137.0,79.0,52.0,52,0.5809261204481794,2024-02-15 22:23:25.473582,2024-02-15 22:23:30.758903,0 days 00:00:05.285321,True,absolute_error,0.0539739597951528,2,0.7688559433417911,18,0.0804578187635854,16,4,RandomForest,135,False,False,COMPLETE,"[0.4563492063492064, 0.5, 0.6123949579831933, 0.7549603174603176]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.04887218 0.         0.         0.         0.         0.02631579
 0.00657895 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.01315789 0.
 0.         0.         0.         0.         0.07894737 0.00657895
 0.25977444 0.16090226 0.         0.         0.         0.
 0.         0.         0.         0.         0.03571429 0.
 0.05657895 0.05       0.         0.         0.00657895 0.        ]"
239,138.0,80.0,186.0,186,0.580860177404295,2024-02-15 22:34:25.768115,2024-02-15 22:34:30.182886,0 days 00:00:04.414771,True,absolute_error,0.0512378349663902,14,0.9944438960294744,96,0.0818625075332201,17,6,RandomForest,111,False,False,COMPLETE,"[0.4573412698412699, 0.537142857142857, 0.5997899159663865, 0.7291666666666667]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.00961538
 0.         0.         0.         0.         0.00961538 0.02884615
 0.00961538 0.         0.         0.         0.         0.
 0.         0.         0.03571429 0.03571429 0.         0.
 0.         0.         0.         0.         0.07692308 0.
 0.26373626 0.11057692 0.03125    0.         0.         0.
 0.         0.         0.         0.         0.03125    0.
 0.32142857 0.03571429 0.         0.         0.         0.        ]"
240,1100.0,,,500,0.5807784780578897,2024-02-16 21:04:03.441751,2024-02-16 21:04:08.806350,0 days 00:00:05.364599,True,absolute_error,0.0403379328934945,21,0.9571882507348908,76,0.0791431800146099,20,17,RandomForest,113,False,False,COMPLETE,"[0.5406746031746031, 0.5085714285714286, 0.5903361344537814, 0.683531746031746]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.02083333 0.05       0.         0.08333333
 0.         0.         0.         0.         0.         0.
 0.         0.         0.05       0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.32916667 0.0625     0.         0.         0.         0.
 0.         0.         0.         0.         0.02083333 0.
 0.20833333 0.175      0.         0.         0.         0.        ]"
242,679.0,,,79,0.5807096171802055,2024-02-16 16:38:05.228609,2024-02-16 16:38:08.997180,0 days 00:00:03.768571,True,absolute_error,0.0726162955255089,42,0.8969543891695426,86,0.0703239040736227,20,13,RandomForest,72,False,False,COMPLETE,,
241,139.0,379.0,,79,0.5807096171802055,2024-02-16 16:38:05.228609,2024-02-16 16:38:08.997180,0 days 00:00:03.768571,True,absolute_error,0.0726162955255089,42,0.8969543891695426,86,0.0703239040736227,20,13,RandomForest,72,False,False,COMPLETE,"[0.626984126984127, 0.56, 0.5882352941176471, 0.5476190476190477]","[0.         0.         0.01470588 0.         0.04166667 0.
 0.         0.         0.         0.         0.03571429 0.
 0.         0.         0.01470588 0.03571429 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.02941176 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.27836134 0.17769608 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.20238095 0.10714286 0.         0.         0.0625     0.        ]"
243,795.0,,,195,0.5806635154061625,2024-02-16 16:47:06.018319,2024-02-16 16:47:13.580181,0 days 00:00:07.561862,True,absolute_error,0.0230729395943364,19,0.9017523562017198,69,0.07774977900779,17,17,RandomForest,185,False,False,COMPLETE,,
244,140.0,495.0,,195,0.5806635154061625,2024-02-16 16:47:06.018319,2024-02-16 16:47:13.580181,0 days 00:00:07.561862,True,absolute_error,0.0230729395943364,19,0.9017523562017198,69,0.07774977900779,17,17,RandomForest,185,False,False,COMPLETE,"[0.4950396825396825, 0.5, 0.5756302521008403, 0.7519841269841271]","[0.         0.         0.         0.         0.         0.
 0.01666667 0.         0.         0.         0.         0.
 0.         0.         0.01470588 0.01666667 0.         0.0625
 0.         0.         0.         0.         0.         0.
 0.         0.         0.01666667 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.26176471 0.09411765 0.         0.         0.         0.
 0.         0.         0.         0.         0.02941176 0.
 0.07916667 0.03333333 0.         0.         0.125      0.        ]"
245,141.0,81.0,203.0,203,0.5804767740429504,2024-02-15 22:35:51.080057,2024-02-15 22:35:56.822998,0 days 00:00:05.742941,True,absolute_error,0.0338233305879612,19,0.9336806884592096,97,0.0780621271085328,17,5,RandomForest,124,False,False,COMPLETE,"[0.5396825396825397, 0.5095238095238095, 0.551470588235294, 0.7212301587301587]","[0.         0.         0.01388889 0.         0.         0.
 0.03571429 0.         0.         0.         0.         0.
 0.         0.         0.01388889 0.03571429 0.01388889 0.08333333
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.21825397 0.05555556 0.02777778 0.         0.         0.
 0.         0.         0.         0.         0.01388889 0.
 0.36904762 0.03571429 0.         0.         0.08333333 0.        ]"
246,666.0,,,66,0.5800215919701214,2024-02-16 16:37:03.682384,2024-02-16 16:37:08.314932,0 days 00:00:04.632548,True,absolute_error,0.0620975098769993,37,0.8944904770198451,100,0.0790522186839095,16,11,RandomForest,117,False,False,COMPLETE,,
247,142.0,366.0,,66,0.5800215919701214,2024-02-16 16:37:03.682384,2024-02-16 16:37:08.314932,0 days 00:00:04.632548,True,absolute_error,0.0620975098769993,37,0.8944904770198451,100,0.0790522186839095,16,11,RandomForest,117,False,False,COMPLETE,"[0.5009920634920635, 0.5, 0.5472689075630253, 0.7718253968253967]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.00694444
 0.         0.         0.         0.04166667 0.00694444 0.04166667
 0.00694444 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.05555556 0.00694444
 0.30128205 0.09241453 0.01923077 0.         0.         0.
 0.         0.         0.         0.         0.01923077 0.
 0.1025641  0.04166667 0.         0.         0.00694444 0.        ]"
